nombre,ruta,cpZone,cpArea,cpGrid,cpSubstat
Cubicle_S0.0.2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Monte Plata Solar.ElmSite\ZMPSOK.ElmSubstat\Terminal Monte Plata Solar.ElmTerm\Cubicle_S0.0.2.StaCubic,ESTE CERCANO,ESTE,ESTE 69 kV,ZMPSOK
Feld_1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Monte Plata Solar.ElmSite\ZMPSOK.ElmSubstat\Terminal Monte Plata Solar.ElmTerm\Feld_1.StaCubic,ESTE CERCANO,ESTE,ESTE 69 kV,ZMPSOK
Feld_2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Monte Plata Solar.ElmSite\ZMPSOK.ElmSubstat\Terminal Monte Plata Solar.ElmTerm\Feld_2.StaCubic,ESTE CERCANO,ESTE,ESTE 69 kV,ZMPSOK
Feld_3,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Monte Plata Solar.ElmSite\ZMPSOK.ElmSubstat\Terminal Monte Plata Solar.ElmTerm\Feld_3.StaCubic,ESTE CERCANO,ESTE,ESTE 69 kV,ZMPSOK
Feld_1(1),\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Monte Plata Solar.ElmSite\ZMPSOK.ElmSubstat\Terminal Monte Plata Solar.ElmTerm\Feld_1(1).StaCubic,ESTE CERCANO,ESTE,ESTE 69 kV,ZMPSOK
Cubicle_S0.0.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Monte Plata Solar.ElmSite\ZMPSOK.ElmSubstat\1.ElmTerm\Cubicle_S0.0.0.StaCubic,ESTE CERCANO,ESTE,ESTE 69 kV,ZMPSOK
Cub_1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Monte Plata Solar.ElmSite\ZMPSOK.ElmSubstat\1.ElmTerm\Cub_1.StaCubic,ESTE CERCANO,ESTE,ESTE 69 kV,ZMPSOK
Cubicle_S0.0.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Monte Plata Solar.ElmSite\ZMPSOK.ElmSubstat\2.ElmTerm\Cubicle_S0.0.0.StaCubic,ESTE CERCANO,ESTE,ESTE 69 kV,ZMPSOK
Cubicle_S0.0.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Monte Plata Solar.ElmSite\ZMPSOK.ElmSubstat\3.ElmTerm\Cubicle_S0.0.0.StaCubic,ESTE CERCANO,ESTE,ESTE 69 kV,ZMPSOK
Cub_1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Monte Plata Solar.ElmSite\ZMPSOK.ElmSubstat\3.ElmTerm\Cub_1.StaCubic,ESTE CERCANO,ESTE,ESTE 69 kV,ZMPSOK
Cubicle_S0.0.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Monte Plata Solar.ElmSite\ZMPSOK.ElmSubstat\4.ElmTerm\Cubicle_S0.0.0.StaCubic,ESTE CERCANO,ESTE,ESTE 69 kV,ZMPSOK
Cubicle_S0.0.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Monte Plata Solar.ElmSite\ZMPSOK.ElmSubstat\T1.1.ElmTerm\Cubicle_S0.0.0.StaCubic,ESTE CERCANO,ESTE,ESTE 69 kV,ZMPSOK
Cubicle_S0.0.1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Monte Plata Solar.ElmSite\ZMPSOK.ElmSubstat\T1.1.ElmTerm\Cubicle_S0.0.1.StaCubic,ESTE CERCANO,ESTE,ESTE 69 kV,ZMPSOK
Cubicle_S0.0.1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Monte Plata Solar.ElmSite\ZMPSOK.ElmSubstat\T1.2.ElmTerm\Cubicle_S0.0.1.StaCubic,ESTE CERCANO,ESTE,ESTE 69 kV,ZMPSOK
Cubicle_S0.0.2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Monte Plata Solar.ElmSite\ZMPSOK.ElmSubstat\T1.2.ElmTerm\Cubicle_S0.0.2.StaCubic,ESTE CERCANO,ESTE,ESTE 69 kV,ZMPSOK
Cubicle_S0.0.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Monte Plata Solar.ElmSite\ZMPSOK.ElmSubstat\T1.3.ElmTerm\Cubicle_S0.0.0.StaCubic,ESTE CERCANO,ESTE,ESTE 69 kV,ZMPSOK
Cubicle_S0.0.1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Monte Plata Solar.ElmSite\ZMPSOK.ElmSubstat\T1.3.ElmTerm\Cubicle_S0.0.1.StaCubic,ESTE CERCANO,ESTE,ESTE 69 kV,ZMPSOK
Cubicle_S0.0.1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Monte Plata Solar.ElmSite\ZMPSOK.ElmSubstat\T1.4.ElmTerm\Cubicle_S0.0.1.StaCubic,ESTE CERCANO,ESTE,ESTE 69 kV,ZMPSOK
Cubicle_S0.0.2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Monte Plata Solar.ElmSite\ZMPSOK.ElmSubstat\T1.4.ElmTerm\Cubicle_S0.0.2.StaCubic,ESTE CERCANO,ESTE,ESTE 69 kV,ZMPSOK
Cubicle_S0.0.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Monte Plata Solar.ElmSite\ZMPSOK.ElmSubstat\T2.1.ElmTerm\Cubicle_S0.0.0.StaCubic,ESTE CERCANO,ESTE,ESTE 69 kV,ZMPSOK
Cubicle_S0.0.1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Monte Plata Solar.ElmSite\ZMPSOK.ElmSubstat\T2.1.ElmTerm\Cubicle_S0.0.1.StaCubic,ESTE CERCANO,ESTE,ESTE 69 kV,ZMPSOK
Cubicle_S0.0.1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Monte Plata Solar.ElmSite\ZMPSOK.ElmSubstat\T2.2.ElmTerm\Cubicle_S0.0.1.StaCubic,ESTE CERCANO,ESTE,ESTE 69 kV,ZMPSOK
Cubicle_S0.0.2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Monte Plata Solar.ElmSite\ZMPSOK.ElmSubstat\T2.2.ElmTerm\Cubicle_S0.0.2.StaCubic,ESTE CERCANO,ESTE,ESTE 69 kV,ZMPSOK
Cubicle_S0.0.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Monte Plata Solar.ElmSite\ZMPSOK.ElmSubstat\T2.3.ElmTerm\Cubicle_S0.0.0.StaCubic,ESTE CERCANO,ESTE,ESTE 69 kV,ZMPSOK
Cubicle_S0.0.1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Monte Plata Solar.ElmSite\ZMPSOK.ElmSubstat\T2.3.ElmTerm\Cubicle_S0.0.1.StaCubic,ESTE CERCANO,ESTE,ESTE 69 kV,ZMPSOK
Cubicle_S0.0.1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Monte Plata Solar.ElmSite\ZMPSOK.ElmSubstat\T2.4.ElmTerm\Cubicle_S0.0.1.StaCubic,ESTE CERCANO,ESTE,ESTE 69 kV,ZMPSOK
Cubicle_S0.0.2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Monte Plata Solar.ElmSite\ZMPSOK.ElmSubstat\T2.4.ElmTerm\Cubicle_S0.0.2.StaCubic,ESTE CERCANO,ESTE,ESTE 69 kV,ZMPSOK
Cubicle_S0.0.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Monte Plata Solar.ElmSite\ZMPSOK.ElmSubstat\5.ElmTerm\Cubicle_S0.0.0.StaCubic,ESTE CERCANO,ESTE,ESTE 69 kV,ZMPSOK
Cub_1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Monte Plata Solar.ElmSite\ZMPSOK.ElmSubstat\5.ElmTerm\Cub_1.StaCubic,ESTE CERCANO,ESTE,ESTE 69 kV,ZMPSOK
Cubicle_S0.0.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Monte Plata Solar.ElmSite\ZMPSOK.ElmSubstat\T1.3(1).ElmTerm\Cubicle_S0.0.0.StaCubic,ESTE CERCANO,ESTE,ESTE 69 kV,ZMPSOK
Cubicle_S0.0.1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Monte Plata Solar.ElmSite\ZMPSOK.ElmSubstat\T1.3(1).ElmTerm\Cubicle_S0.0.1.StaCubic,ESTE CERCANO,ESTE,ESTE 69 kV,ZMPSOK
Cubicle_S0.0.1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Monte Plata Solar.ElmSite\ZMPSOK.ElmSubstat\T1.4(1).ElmTerm\Cubicle_S0.0.1.StaCubic,ESTE CERCANO,ESTE,ESTE 69 kV,ZMPSOK
Cubicle_S0.0.2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Monte Plata Solar.ElmSite\ZMPSOK.ElmSubstat\T1.4(1).ElmTerm\Cubicle_S0.0.2.StaCubic,ESTE CERCANO,ESTE,ESTE 69 kV,ZMPSOK
Cub_1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Monte Plata Solar.ElmSite\69 kV Monte Plata Solar.ElmTerm\Cub_1.StaCubic,ESTE CERCANO,ESTE,ESTE 69 kV,
Cub_2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Monte Plata Solar.ElmSite\69 kV Monte Plata Solar.ElmTerm\Cub_2.StaCubic,ESTE CERCANO,ESTE,ESTE 69 kV,
Cub_1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap Monte Plata Solar.ElmTerm\Cub_1.StaCubic,ESTE CERCANO,ESTE,ESTE 69 kV,
Cub_2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap Monte Plata Solar.ElmTerm\Cub_2.StaCubic,ESTE CERCANO,ESTE,ESTE 69 kV,
Cub_3,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap Monte Plata Solar.ElmTerm\Cub_3.StaCubic,ESTE CERCANO,ESTE,ESTE 69 kV,
Cub_1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap Guaymate.ElmTerm\Cub_1.StaCubic,ESTE PROFUNDO,ESTE,ESTE 69 kV,
Cub_2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap Guaymate.ElmTerm\Cub_2.StaCubic,ESTE PROFUNDO,ESTE,ESTE 69 kV,
Cub_3,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap Guaymate.ElmTerm\Cub_3.StaCubic,ESTE PROFUNDO,ESTE,ESTE 69 kV,
Cubicle_S0.0.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZBVISF.ElmSubstat\2.ElmTerm\Cubicle_S0.0.0.StaCubic,ESTE PROFUNDO,ESTE,ESTE 69 kV,ZBVISF
Cub_1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZBVISF.ElmSubstat\2.ElmTerm\Cub_1.StaCubic,ESTE PROFUNDO,ESTE,ESTE 69 kV,ZBVISF
Cubicle_S0.0.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZBVISF.ElmSubstat\3.ElmTerm\Cubicle_S0.0.0.StaCubic,ESTE PROFUNDO,ESTE,ESTE 69 kV,ZBVISF
Cub_1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZBVISF.ElmSubstat\3.ElmTerm\Cub_1.StaCubic,ESTE PROFUNDO,ESTE,ESTE 69 kV,ZBVISF
Cubicle_S0.0.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZBVISF.ElmSubstat\4.ElmTerm\Cubicle_S0.0.0.StaCubic,ESTE PROFUNDO,ESTE,ESTE 69 kV,ZBVISF
Cubicle_S0.2.2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZBVISF.ElmSubstat\69 kV Buena Vista.ElmTerm\Cubicle_S0.2.2.StaCubic,ESTE PROFUNDO,ESTE,ESTE 69 kV,ZBVISF
Cubicle_S0.3.2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZBVISF.ElmSubstat\69 kV Buena Vista.ElmTerm\Cubicle_S0.3.2.StaCubic,ESTE PROFUNDO,ESTE,ESTE 69 kV,ZBVISF
Cubicle_S0.4.2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZBVISF.ElmSubstat\69 kV Buena Vista.ElmTerm\Cubicle_S0.4.2.StaCubic,ESTE PROFUNDO,ESTE,ESTE 69 kV,ZBVISF
Cub_4,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZBVISF.ElmSubstat\69 kV Buena Vista.ElmTerm\Cub_4.StaCubic,ESTE PROFUNDO,ESTE,ESTE 69 kV,ZBVISF
Cubicle_S0.0.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZBVISF.ElmSubstat\T2.1.ElmTerm\Cubicle_S0.0.0.StaCubic,ESTE PROFUNDO,ESTE,ESTE 69 kV,ZBVISF
Cubicle_S0.0.1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZBVISF.ElmSubstat\T2.1.ElmTerm\Cubicle_S0.0.1.StaCubic,ESTE PROFUNDO,ESTE,ESTE 69 kV,ZBVISF
Cubicle_S0.0.1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZBVISF.ElmSubstat\T2.2.ElmTerm\Cubicle_S0.0.1.StaCubic,ESTE PROFUNDO,ESTE,ESTE 69 kV,ZBVISF
Cubicle_S0.0.2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZBVISF.ElmSubstat\T2.2.ElmTerm\Cubicle_S0.0.2.StaCubic,ESTE PROFUNDO,ESTE,ESTE 69 kV,ZBVISF
Cubicle_S0.0.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZBVISF.ElmSubstat\T3.1.ElmTerm\Cubicle_S0.0.0.StaCubic,ESTE PROFUNDO,ESTE,ESTE 69 kV,ZBVISF
Cubicle_S0.0.1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZBVISF.ElmSubstat\T3.1.ElmTerm\Cubicle_S0.0.1.StaCubic,ESTE PROFUNDO,ESTE,ESTE 69 kV,ZBVISF
Cubicle_S0.0.1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZBVISF.ElmSubstat\T3.2.ElmTerm\Cubicle_S0.0.1.StaCubic,ESTE PROFUNDO,ESTE,ESTE 69 kV,ZBVISF
Cubicle_S0.0.2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZBVISF.ElmSubstat\T3.2.ElmTerm\Cubicle_S0.0.2.StaCubic,ESTE PROFUNDO,ESTE,ESTE 69 kV,ZBVISF
Cubicle_S0.0.0,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZBVISF.ElmSubstat\T4.1.ElmTerm\Cubicle_S0.0.0.StaCubic,ESTE PROFUNDO,ESTE,ESTE 69 kV,ZBVISF
Cubicle_S0.0.1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZBVISF.ElmSubstat\T4.1.ElmTerm\Cubicle_S0.0.1.StaCubic,ESTE PROFUNDO,ESTE,ESTE 69 kV,ZBVISF
Cubicle_S0.0.1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZBVISF.ElmSubstat\T4.2.ElmTerm\Cubicle_S0.0.1.StaCubic,ESTE PROFUNDO,ESTE,ESTE 69 kV,ZBVISF
Cubicle_S0.0.2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\ZBVISF.ElmSubstat\T4.2.ElmTerm\Cubicle_S0.0.2.StaCubic,ESTE PROFUNDO,ESTE,ESTE 69 kV,ZBVISF
Cub_2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap Benedicto.ElmTerm\Cub_2.StaCubic,ESTE PROFUNDO,ESTE,ESTE 69 kV,
Cub_3,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap Benedicto.ElmTerm\Cub_3.StaCubic,ESTE PROFUNDO,ESTE,ESTE 69 kV,
Cub_4,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap Benedicto.ElmTerm\Cub_4.StaCubic,ESTE PROFUNDO,ESTE,ESTE 69 kV,
Cub_1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap ZF SPM.ElmTerm\Cub_1.StaCubic,ESTE CERCANO,ESTE,ESTE 69 kV,
Cub_2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap ZF SPM.ElmTerm\Cub_2.StaCubic,ESTE CERCANO,ESTE,ESTE 69 kV,
Cub_3,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap ZF SPM.ElmTerm\Cub_3.StaCubic,ESTE CERCANO,ESTE,ESTE 69 kV,
Cub_1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap ZF San Pedro AES.ElmTerm\Cub_1.StaCubic,ESTE CERCANO,ESTE,ESTE 69 kV,
Cub_3,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap ZF San Pedro AES.ElmTerm\Cub_3.StaCubic,ESTE CERCANO,ESTE,ESTE 69 kV,
Cub_4,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap ZF San Pedro AES.ElmTerm\Cub_4.StaCubic,ESTE CERCANO,ESTE,ESTE 69 kV,
Cub_2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap Consuelo.ElmTerm\Cub_2.StaCubic,ESTE CERCANO,ESTE,ESTE 69 kV,
Cub_3,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap Consuelo.ElmTerm\Cub_3.StaCubic,ESTE CERCANO,ESTE,ESTE 69 kV,
Cub_4,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap Consuelo.ElmTerm\Cub_4.StaCubic,ESTE CERCANO,ESTE,ESTE 69 kV,
Cub_2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap Hato Mayor.ElmTerm\Cub_2.StaCubic,ESTE CERCANO,ESTE,ESTE 69 kV,
Cub_3,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap Hato Mayor.ElmTerm\Cub_3.StaCubic,ESTE CERCANO,ESTE,ESTE 69 kV,
Cub_4,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap Hato Mayor.ElmTerm\Cub_4.StaCubic,ESTE CERCANO,ESTE,ESTE 69 kV,
Cub_1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap Yamasá.ElmTerm\Cub_1.StaCubic,ESTE CERCANO,ESTE,ESTE 69 kV,
Cub_2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap Yamasá.ElmTerm\Cub_2.StaCubic,ESTE CERCANO,ESTE,ESTE 69 kV,
Cub_3,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap Yamasá.ElmTerm\Cub_3.StaCubic,ESTE CERCANO,ESTE,ESTE 69 kV,
Cub_1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap ZF Buena Vista.ElmTerm\Cub_1.StaCubic,SANTO DOMINGO,CENTRAL,ESTE 69 kV,
Cub_2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap ZF Buena Vista.ElmTerm\Cub_2.StaCubic,SANTO DOMINGO,CENTRAL,ESTE 69 kV,
Cub_3,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap ZF Buena Vista.ElmTerm\Cub_3.StaCubic,SANTO DOMINGO,CENTRAL,ESTE 69 kV,
Cub_1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap Chavón.ElmTerm\Cub_1.StaCubic,ESTE PROFUNDO,ESTE,ESTE 69 kV,
Cub_2,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap Chavón.ElmTerm\Cub_2.StaCubic,ESTE PROFUNDO,ESTE,ESTE 69 kV,
Cub_3,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap Chavón.ElmTerm\Cub_3.StaCubic,ESTE PROFUNDO,ESTE,ESTE 69 kV,
Cub_1,\VM-PF.IntUser\PDD 31-12-2024.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\ESTE 69 kV.ElmNet\Tap Guavaberry.ElmTerm\Cub_1.StaCubic,ESTE CERCANO,ESTE,ESTE 69 kV,
