loc_name,for_name,ruta,cpZone,cpArea,cpGrid,cpSubstat,typ_id,on_off,aUsage
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Santanasol.ElmSite\Terminal Santanasol.ElmTerm\Cub_1.StaCubic\Switch.StaSwitch,SUR CERCANO,SUR,SUR 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Santanasol.ElmSite\Terminal Santanasol.ElmTerm\Cub_9.StaCubic\Switch.StaSwitch,SUR CERCANO,SUR,SUR 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Calabaza.ElmSite\Terminal PF Calabaza 1.ElmTerm\Cub_7.StaCubic\Switch.StaSwitch,SUR CERCANO,SUR,SUR 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Calabaza.ElmSite\Terminal PF Calabaza 1.ElmTerm\Cub_9.StaCubic\Switch.StaSwitch,SUR CERCANO,SUR,SUR 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Calabaza.ElmSite\Terminal PF Calabaza 1.ElmTerm\Cub_1.StaCubic\Switch.StaSwitch,SUR CERCANO,SUR,SUR 138 kV,,,1,dct
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Calabaza.ElmSite\Planta_Calabaza 1.ElmComp\Switch.StaSwitch,,,SUR 138 kV,,,1,dct
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Terminal Peravia Solar 1.ElmTerm\Cub_9.StaCubic\Switch.StaSwitch,SUR MEDIO,SUR,SUR 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Terminal Peravia Solar 1.ElmTerm\Cub_1.StaCubic\Switch.StaSwitch,SUR MEDIO,SUR,SUR 138 kV,,,1,dct
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Terminal Peravia Solar 1.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch,SUR MEDIO,SUR,SUR 138 kV,,,1,dct
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Terminal Peravia Solar 2.ElmTerm\Cub_9.StaCubic\Switch.StaSwitch,SUR MEDIO,SUR,SUR 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Terminal Peravia Solar 2.ElmTerm\Cub_1.StaCubic\Switch.StaSwitch,SUR MEDIO,SUR,SUR 138 kV,,,1,dct
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Terminal Peravia Solar 2.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch,SUR MEDIO,SUR,SUR 138 kV,,,1,dct
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\S/E Móvil ETED.ElmSite\69 kV S/E Móvil ETED.ElmTerm\Cub_1.StaCubic\Switch.StaSwitch,SUR CERCANO,SUR,SUR 138 kV,,,1,dct
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\S/E Móvil ETED.ElmSite\69 kV S/E Móvil ETED.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch,SUR CERCANO,SUR,SUR 138 kV,,,1,dct
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\S/E Móvil ETED.ElmSite\138 kV S/E Movil ETED.ElmTerm\Cub_1.StaCubic\Switch.StaSwitch,SUR CERCANO,SUR,SUR 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\S/E Móvil ETED.ElmSite\138 kV S/E Movil ETED.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch,SUR CERCANO,SUR,SUR 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\138 kV Los Cocos (Extensión).ElmTerm\Cub_1.StaCubic\Switch.StaSwitch,SUR PROFUNDO,SUR,SUR 138 kV,,,0,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\138 kV Los Cocos (Extensión).ElmTerm\Cub_2.StaCubic\Switch.StaSwitch,SUR PROFUNDO,SUR,SUR 138 kV,,,0,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Terminal POWERSHIP AZUA KPS56.ElmTerm\Cub_1.StaCubic\Switch.StaSwitch,SUR MEDIO,SUR,SUR 138 kV,,,1,dct
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Terminal POWERSHIP AZUA KPS56.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch,SUR MEDIO,SUR,SUR 138 kV,,,1,dct
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 138 kV.ElmNet\Terminal POWERSHIP AZUA KPS56.ElmTerm\Cub_3.StaCubic\Switch.StaSwitch,SUR MEDIO,SUR,SUR 138 kV,,,1,dct
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Dajao.ElmSite\Terminal 69 kV Dajao.ElmTerm\Cub_1.StaCubic\Switch.StaSwitch,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Dajao.ElmSite\Terminal 69 kV Dajao.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,,,1,cbk
G3LMINA6-Q1,G3LMINA6-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Los Mina 6.ElmSite\Terminal Los Mina 6.ElmTerm\WLMI6K.StaCubic\G3LMINA6-Q1.StaSwitch,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Los Mina 6.ElmSite\Terminal Los Mina 6.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,,,1,cbk
G5AANDRV-Q1,G5AANDRV-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\AES Andrés.ElmSite\Terminal AES Andrés Vapor.ElmTerm\WAANVK.StaCubic\G5AANDRV-Q1.StaSwitch,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\AES Andrés.ElmSite\Terminal AES Andrés Vapor.ElmTerm\Cub_3.StaCubic\Switch.StaSwitch,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,,,1,cbk
WAANDE_WAANGK-T1-Q2,WAANDE_WAANGK-T1-Q2,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\AES Andrés.ElmSite\Terminal AES Andrés Gas.ElmTerm\WAANGK.StaCubic\WAANDE_WAANGK-T1-Q2.StaSwitch,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,,,1,cbk
G5AANDRG-Q1,G5AANDRG-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\AES Andrés.ElmSite\Terminal AES Andrés Gas.ElmTerm\WAANGK(1).StaCubic\G5AANDRG-Q1.StaSwitch,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\AES Andrés.ElmSite\Terminal BESS AES Andrés.ElmTerm\Cub_1.StaCubic\Switch.StaSwitch,,,CENTRAL 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\AES Andrés.ElmSite\Terminal BESS AES Andrés.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch,,,CENTRAL 138 kV,,,1,cbk
G3METALD-Q1,G3METALD-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\METALDOM.ElmSite\Terminal METALDOM.ElmTerm\Cub_1.StaCubic\G3METALD-Q1.StaSwitch,DISTRITO NACIONAL,CENTRAL,CENTRAL 138 kV,,,1,cbk
ZMETAK-D1-Q1,ZMETAK-D1-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\METALDOM.ElmSite\Terminal METALDOM.ElmTerm\Cub_2.StaCubic\ZMETAK-D1-Q1.StaSwitch,DISTRITO NACIONAL,CENTRAL,CENTRAL 138 kV,,,1,cbk
WMETAE_WMETAK-T1-Q2,WMETAE_WMETAK-T1-Q2,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\METALDOM.ElmSite\Terminal METALDOM.ElmTerm\Cub_5.StaCubic\WMETAE_WMETAK-T1-Q2.StaSwitch,DISTRITO NACIONAL,CENTRAL,CENTRAL 138 kV,,,1,cbk
G3LMINA5-Q1,G3LMINA5-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Los Mina 5.ElmSite\Terminal Los Mina 5.ElmTerm\WLMI5K.StaCubic\G3LMINA5-Q1.StaSwitch,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Los Mina 5.ElmSite\Terminal Los Mina 5.ElmTerm\Cub_3.StaCubic\Switch.StaSwitch,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\EDM 2.ElmSite\Terminal Estrella del Mar 2.ElmTerm\Cub_1.StaCubic\Switch.StaSwitch,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Mata de Palma 2.ElmSite\Terminal Washington Capital Solar Park 2.ElmTerm\Cub_7.StaCubic\Switch.StaSwitch,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Mata de Palma 2.ElmSite\Terminal Washington Capital Solar Park 2.ElmTerm\Cub_9.StaCubic\Switch.StaSwitch,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Mata de Palma 2.ElmSite\Terminal Washington Capital Solar Park 2.ElmTerm\Cub_1.StaCubic\Switch.StaSwitch,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,,,1,dct
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Mata de Palma 2.ElmSite\Terminal Washington Capital Solar Park 3.ElmTerm\Cub_7.StaCubic\Switch.StaSwitch,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Mata de Palma 2.ElmSite\Terminal Washington Capital Solar Park 3.ElmTerm\Cub_9.StaCubic\Switch.StaSwitch,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Mata de Palma 2.ElmSite\Terminal Washington Capital Solar Park 3.ElmTerm\Cub_1.StaCubic\Switch.StaSwitch,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,,,1,dct
INTERRUPTOR LOS MINA 7,G3LMINA7-Q1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Los Mina 7.ElmSite\Terminal Los Mina 7.ElmTerm\Cub_2.StaCubic\INTERRUPTOR LOS MINA 7.StaSwitch,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Los Mina 7.ElmSite\Terminal Los Mina 7.ElmTerm\Cub_3.StaCubic\Switch.StaSwitch,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\La Victoria.ElmSite\Terminal La Victoria.ElmTerm\Cub_7.StaCubic\Switch.StaSwitch,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\La Victoria.ElmSite\Terminal La Victoria.ElmTerm\Cub_9.StaCubic\Switch.StaSwitch,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\La Victoria.ElmSite\Terminal La Victoria.ElmTerm\Cub_1.StaCubic\Switch.StaSwitch,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,,,1,dct
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Mirasol(1).ElmSite\Terminal Mirasol.ElmTerm\Cub_7.StaCubic\Switch.StaSwitch,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Mirasol(1).ElmSite\Terminal Mirasol.ElmTerm\Cub_9.StaCubic\Switch.StaSwitch,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Mirasol(1).ElmSite\Terminal Mirasol.ElmTerm\Cub_1.StaCubic\Switch.StaSwitch,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,,,1,dct
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\SIBA.ElmSite\Terminal SIBA Grupo 1.ElmTerm\Cub_1.StaCubic\Switch.StaSwitch,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\SIBA.ElmSite\Terminal SIBA Grupo 1.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\SIBA.ElmSite\Terminal SIBA Grupo 1.ElmTerm\Cub_3.StaCubic\Switch.StaSwitch,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,,,1,dct
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\SIBA.ElmSite\Terminal SIBA Grupo 2.ElmTerm\Cub_1.StaCubic\Switch.StaSwitch,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\SIBA.ElmSite\Terminal SIBA Grupo 2.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\SIBA.ElmSite\Terminal SIBA Grupo 2.ElmTerm\Cub_3.StaCubic\Switch.StaSwitch,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,,,1,dct
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\SIBA.ElmSite\Terminal SIBA Grupo 3.ElmTerm\Cub_1.StaCubic\Switch.StaSwitch,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\SIBA.ElmSite\Terminal SIBA Grupo 3.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\SIBA.ElmSite\Terminal SIBA Grupo 3.ElmTerm\Cub_3.StaCubic\Switch.StaSwitch,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,,,1,dct
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\SIBA.ElmSite\Terminal SIBA Grupo 4.ElmTerm\Cub_1.StaCubic\Switch.StaSwitch,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\SIBA.ElmSite\Terminal SIBA Grupo 4.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\SIBA.ElmSite\Terminal SIBA Grupo 4.ElmTerm\Cub_3.StaCubic\Switch.StaSwitch,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,,,1,dct
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\SIBA.ElmSite\Terminal SIBA Grupo 5.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\SIBA.ElmSite\Terminal SIBA Grupo 5.ElmTerm\Cub_3.StaCubic\Switch.StaSwitch,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,,,1,dct
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\SIBA.ElmSite\Terminal SIBA Grupo 5.ElmTerm\Cub_4.StaCubic\Switch.StaSwitch,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,,,1,dct
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\SIBA.ElmSite\Terminal SIBA Grupo 5.ElmTerm\Cub_5.StaCubic\Switch.StaSwitch,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,,,1,dct
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\SIBA.ElmSite\Terminal SIBA Grupo 6.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\SIBA.ElmSite\Terminal SIBA Grupo 6.ElmTerm\Cub_3.StaCubic\Switch.StaSwitch,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,,,1,dct
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\SIBA.ElmSite\Terminal SIBA Grupo 6.ElmTerm\Cub_4.StaCubic\Switch.StaSwitch,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,,,1,dct
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Terminal SA PE Los Mina.ElmTerm\Cub_1.StaCubic\Switch.StaSwitch,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,,,1,dct
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Terminal SA PE Los Mina.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,,,1,dct
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\Terminal SA PE Los Mina.ElmTerm\Cub_3.StaCubic\Switch.StaSwitch,SANTO DOMINGO,CENTRAL,CENTRAL 138 kV,,,1,dct
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\CENTRAL 138 kV.ElmNet\138 kV OPRET.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch,DISTRITO NACIONAL,CENTRAL,CENTRAL 138 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Tap Acueducto Quiniga.ElmTerm\Cub_5.StaCubic\Switch.StaSwitch,CIBAO NORTE,NORTE,NORTE 69 kV,,,1,cbk
Switch,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Tap Ochoa Las Lavas.ElmTerm\Cub_5.StaCubic\Switch.StaSwitch,CIBAO NORTE,NORTE,NORTE 69 kV,,,1,cbk
KPF CRUCE DE ESPERANZA 3,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Tap Esperanza.ElmTerm\WXESPF(1).StaCubic\KPF CRUCE DE ESPERANZA 3.StaSwitch,CIBAO NOROESTE,NORTE,NORTE 69 kV,,,1,cbk
KPF CRUCE DE ESPERANZA 2,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Tap Esperanza.ElmTerm\WXESPF.StaCubic\KPF CRUCE DE ESPERANZA 2.StaSwitch,CIBAO NOROESTE,NORTE,NORTE 69 kV,,,1,cbk
KPF CRUCE DE ESPERANZA 1,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Tap Esperanza.ElmTerm\WXESPF(2).StaCubic\KPF CRUCE DE ESPERANZA 1.StaSwitch,CIBAO NOROESTE,NORTE,NORTE 69 kV,,,1,cbk
KPF ACUEDUCTO SOSUA 3,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 69 kV.ElmNet\Tap Acueducto de Sosúa.ElmTerm\WXASOF(1).StaCubic\KPF ACUEDUCTO SOSUA 3.StaSwitch,CIBAO NORTE,NORTE,NORTE 69 kV,,,1,cbk
