loc_name,cerrado,uso,outserv,barra_for,barra,elemento,elemento_for,ruta
Switch,1,cbk,,WLANGK,Terminal López Angostura,138/13.8 Transformador López Angostura,WLANGE_WLANGK-T1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\López Angostura.ElmSite\Terminal López Angostura.ElmTerm\Cub_4.StaCubic\Switch.StaSwitch
ZSFEVK-D1-Q1,1,cbk,,WSFEVK,Terminal San Felipe Vapor,SSAA San Felipe Vapor,ZSFEVK-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\ZSFELE(1).ElmSubstat\Terminal San Felipe Vapor.ElmTerm\Cub_2.StaCubic\ZSFEVK-D1-Q1.StaSwitch
G3SFV-Q1,1,cbk,,WSFEVK,Terminal San Felipe Vapor,San Felipe Vapor,G3SFV,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\ZSFELE(1).ElmSubstat\Terminal San Felipe Vapor.ElmTerm\Cub_3.StaCubic\G3SFV-Q1.StaSwitch
WSFELE_WSFEGK-T1-Q3,1,cbk,,WSFEVK,Terminal San Felipe Vapor,138/13.8 kV Transformador San Felipe,WSFELE_WSFEGK-T1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\ZSFELE(1).ElmSubstat\Terminal San Felipe Vapor.ElmTerm\Cub_4.StaCubic\WSFELE_WSFEGK-T1-Q3.StaSwitch
Switch,1,dct,,WBAI2K,Terminal 2 Baigüaque,12.47/0.44 kV Transfomador 1 Baiguaque,WTAVBE_WBAI1K-T1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Site.ElmSite\Terminal 2 Baigüaque.ElmTerm\Cub_1.StaCubic\Switch.StaSwitch
Switch,1,dct,,WBAI2K,Terminal 2 Baigüaque,34.5/12.47 kV Trafo Jánico,WTAVBE_WBAI2K-T1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Site.ElmSite\Terminal 2 Baigüaque.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WBAI1K,Terminal 1 Baiguaque,Baiguaque 1,G3BAIGU1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Site.ElmSite\Terminal 1 Baiguaque.ElmTerm\Cub_1.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WBAI1K,Terminal 1 Baiguaque,Baiguaque 2,G3BAIGU2,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Site.ElmSite\Terminal 1 Baiguaque.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WBAI1K,Terminal 1 Baiguaque,12.47/0.44 kV Transfomador 1 Baiguaque,WTAVBE_WBAI1K-T1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Site.ElmSite\Terminal 1 Baiguaque.ElmTerm\Cub_3.StaCubic\Switch.StaSwitch
ZTAV2K-D1-Q1,1,cbk,,WTAV2K,Terminal Tavera 2,SSAA Tavera 2,ZTAV2K-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Tavera.ElmSite\Terminal Tavera 2.ElmTerm\WTAV2K(1).StaCubic\ZTAV2K-D1-Q1.StaSwitch
G3TAVER2-Q1,1,cbk,,WTAV2K,Terminal Tavera 2,Tavera 2,G3TAVER2,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Tavera.ElmSite\Terminal Tavera 2.ElmTerm\WTAV2K.StaCubic\G3TAVER2-Q1.StaSwitch
Switch,1,cbk,,WTAV2K,Terminal Tavera 2,138/13.8 kV Transformador Tavera 2,WTAVBE_WTAV2K-T1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Tavera.ElmSite\Terminal Tavera 2.ElmTerm\Cub_4.StaCubic\Switch.StaSwitch
ZTAV1K-D1-Q1,1,cbk,,WTAV1K,Terminal Tavera 1,SSAA Tavera 1,ZTAV1K-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Tavera.ElmSite\Terminal Tavera 1.ElmTerm\WTAV1K(1).StaCubic\ZTAV1K-D1-Q1.StaSwitch
G3TAVER1-Q1,1,cbk,,WTAV1K,Terminal Tavera 1,Tavera 1,G3TAVER1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Tavera.ElmSite\Terminal Tavera 1.ElmTerm\WTAV1K.StaCubic\G3TAVER1-Q1.StaSwitch
Switch,1,cbk,,WTAV1K,Terminal Tavera 1,138/13.8 kV Transformador Tavera 1,WTAVEE_WTAV1K-T1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Tavera.ElmSite\Terminal Tavera 1.ElmTerm\Cub_4.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WXPFSK,Terminal PF SAJOMA,SSAA SAJOMA,ZXPFSK-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\SAJOMA.ElmSite\Terminal PF SAJOMA.ElmTerm\Cub_9.StaCubic\Switch.StaSwitch
Switch,1,dct,,WXPFSK,Terminal PF SAJOMA,138/34.5 kV Transformador PF SAJOMA,WSAJ1E_WSAJOK-T1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\SAJOMA.ElmSite\Terminal PF SAJOMA.ElmTerm\Cub_1.StaCubic\Switch.StaSwitch
Switch,1,dct,,WXPFSK,Terminal PF SAJOMA,Parque Fotovoltaico SAJOMA,G3PFSAJO,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\SAJOMA.ElmSite\Terminal PF SAJOMA.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WACLAK,Terminal Agua Clara,Agua Clara,G3PEACLA,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Agua Clara.ElmSite\Terminal Agua Clara.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch
ZACLAK-C1-Q1,1,cbk,,WACLAK,Terminal Agua Clara,34.5 kV Capacitor Agua Clara,ZACLAK-C1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Agua Clara.ElmSite\Terminal Agua Clara.ElmTerm\Cub_8.StaCubic\ZACLAK-C1-Q1.StaSwitch
ZACLAK-TZ-Q1,1,cbk,,WACLAK,Terminal Agua Clara,,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Agua Clara.ElmSite\Terminal Agua Clara.ElmTerm\Cub_9.StaCubic\ZACLAK-TZ-Q1.StaSwitch
ZACLAK-D1-Q1,1,cbk,,WACLAK,Terminal Agua Clara,SSAA Agua Clara,ZACLAK-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Agua Clara.ElmSite\Terminal Agua Clara.ElmTerm\Cub_11.StaCubic\ZACLAK-D1-Q1.StaSwitch
Switch,1,cbk,,WACLAK,Terminal Agua Clara,138/34.5 kV Transformador Agua Clara,WACLAE_WACLAK-T1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Agua Clara.ElmSite\Terminal Agua Clara.ElmTerm\Cub_12.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WGNLLK,Terminal Guanillo,,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Terminal Guanillo.ElmTerm\Cub_4.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WGNLLK,Terminal Guanillo,,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Terminal Guanillo.ElmTerm\Cub_3.StaCubic\Switch.StaSwitch
G3PEGUAN-Q1,1,cbk,,WGNLLK,Terminal Guanillo,Guanillo,G3PEGUAN,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Terminal Guanillo.ElmTerm\Cub_7.StaCubic\G3PEGUAN-Q1.StaSwitch
Switch,1,cbk,,WGNLLK,Terminal Guanillo,34.5 kV Capacitor Guanillo,WGNLLK-SF,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Terminal Guanillo.ElmTerm\Cub_9.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WGNLLK,Terminal Guanillo,SSAA Guanillo,ZGNLLK-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Terminal Guanillo.ElmTerm\Cub_10.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WGNLLK,Terminal Guanillo,138/34.5 kV Transformador Guanillo,WGNLLE_WGNLLK-T1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Guanillo.ElmSite\Terminal Guanillo.ElmTerm\Cub_11.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WSFEL1,138 kV San Felipe B1,138/13.8 kV Transformador San Felipe,WSFELE_WSFEGK-T1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\ZSFELE.ElmSubstat\138 kV San Felipe B1.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WSFEL2,138 kV San Felipe B2,138 kV Puerto Plata 2 – San Felipe L2,ZPPL2E_ZSFELE-L2,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\ZSFELE.ElmSubstat\138 kV San Felipe B2.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch
ZLGUZK-D1-Q1,1,cbk,,WLGUZK,Terminal Los Guzmancito,SSAA PE Los Guzmancito,ZLGUZK-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Los Guzmancito.ElmSite\Terminal Los Guzmancito.ElmTerm\Cub_4.StaCubic\ZLGUZK-D1-Q1.StaSwitch
WLGUZE_WLGUZK-T1-Q2,1,cbk,,WLGUZK,Terminal Los Guzmancito,138/34.5 kV Trafo Los Guzmancito,WLGUZE_WLGUZK-T1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Los Guzmancito.ElmSite\Terminal Los Guzmancito.ElmTerm\Cub_5.StaCubic\WLGUZE_WLGUZK-T1-Q2.StaSwitch
Switch,1,dct,,WLGUZK,Terminal Los Guzmancito,Los Guzmancito,G3PELGUZ,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Los Guzmancito.ElmSite\Terminal Los Guzmancito.ElmTerm\Cub_7.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WLGU2K,Terminal Los Guzmancito 2,Los Guzmancito 2,G3PELGU2,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Los Guzmancito.ElmSite\Terminal Los Guzmancito 2.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WLGU2K,Terminal Los Guzmancito 2,138/34.5 kV Trafo 2 Guzmancito,WLGUZE_WLGU2K-T1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Los Guzmancito.ElmSite\Terminal Los Guzmancito 2.ElmTerm\Cub_1.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WLGU2K,Terminal Los Guzmancito 2,SSAA Los Guzmancito 2,ZLGU2K-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Los Guzmancito.ElmSite\Terminal Los Guzmancito 2.ElmTerm\Cub_3.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WXMATK,Terminal MATRISOL,138/34.5 kV Transformador MATRISOL,WMAT1E_WXMATK-T1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Matrisol.ElmSite\Terminal MATRISOL.ElmTerm\Cub_7.StaCubic\Switch.StaSwitch
Switch,1,cbk,,WXMATK,Terminal MATRISOL,SSAA MATRISOL,ZXMATK-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Matrisol.ElmSite\Terminal MATRISOL.ElmTerm\Cub_9.StaCubic\Switch.StaSwitch
Switch,1,dct,,WXMATK,Terminal MATRISOL,Parque Fotovoltaico MATRISOL,G3PFMATR,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Matrisol.ElmSite\Terminal MATRISOL.ElmTerm\Cub_1.StaCubic\Switch.StaSwitch
Switch,1,dct,,WXPS1K,Terminal 1 Parque Solar Esperanza,PS Esperanza,G3PSESPE,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Esperanza.ElmSite\Terminal 1 Parque Solar Esperanza.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch
Switch,1,dct,,WXPS1K,Terminal 1 Parque Solar Esperanza,138/34.5 kV Transformador PS Esperanza,WESP1E_WXPS1K-T1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Esperanza.ElmSite\Terminal 1 Parque Solar Esperanza.ElmTerm\Cub_1.StaCubic\Switch.StaSwitch
Switch,1,dct,,WXPS1K,Terminal 1 Parque Solar Esperanza,SSAA Parque Solar Esperanza,ZXPSEK-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Esperanza.ElmSite\Terminal 1 Parque Solar Esperanza.ElmTerm\Cub_3.StaCubic\Switch.StaSwitch
ZPIM3K-D1-Q1,1,cbk,,WXPI4K,Terminal Pimentel 4,SSAA Pimentel 4,ZXPI4K-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Terminal Pimentel 4.ElmTerm\WPIM3K(1).StaCubic\ZPIM3K-D1-Q1.StaSwitch
G3PIMEN3-Q1,1,cbk,,WXPI4K,Terminal Pimentel 4,Pimentel 4,G3PIMEN4,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Terminal Pimentel 4.ElmTerm\WPIM3K.StaCubic\G3PIMEN3-Q1.StaSwitch
Switch,1,cbk,,WXPI4K,Terminal Pimentel 4,138/13.8 kV Pimentel 4 T1,WPIMEE_WXPI4K-T1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\Terminal Pimentel 4.ElmTerm\Cub_3.StaCubic\Switch.StaSwitch
Switch,1,dct,,WTAVEK,34.5 kV Tavera,34.5 kV Jánico – Tavera,ZTAVEK_ZJANIK-L1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\34.5 kV Tavera.ElmTerm\Cub_1.StaCubic\Switch.StaSwitch
Switch,1,dct,,WTAVEK,34.5 kV Tavera,138/34.5 kV Tavera T1,WTAV2E_WTAVEK-T1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\34.5 kV Tavera.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch
Switch,1,dct,,WTAVEK,34.5 kV Tavera,Demanda Tavera,ZTAVBE-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\34.5 kV Tavera.ElmTerm\Cub_3.StaCubic\Switch.StaSwitch
Switch,1,dct,,WJANIK,34.5 kV Jánico,34.5 kV Jánico – Tavera,ZTAVEK_ZJANIK-L1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\34.5 kV Jánico.ElmTerm\Cub_1.StaCubic\Switch.StaSwitch
Switch,1,dct,,WJANIK,34.5 kV Jánico,34.5/12.47 kV Trafo Jánico,WTAVBE_WBAI2K-T1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\NORTE 138 kV.ElmNet\34.5 kV Jánico.ElmTerm\Cub_2.StaCubic\Switch.StaSwitch
ZLTO1K-D1-Q1,1,cbk,,WLTO1K,Terminal Los Toros,SSAA Los Toros,ZLTO1K-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Los Toros.ElmSite\Terminal Los Toros.ElmTerm\WLTO1K(3).StaCubic\ZLTO1K-D1-Q1.StaSwitch
G3LTORO1-Q1,1,cbk,,WLTO1K,Terminal Los Toros,Los Toros 1,G3LTORO1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Los Toros.ElmSite\Terminal Los Toros.ElmTerm\WLTO1K(1).StaCubic\G3LTORO1-Q1.StaSwitch
G3LTORO2-Q1,1,cbk,,WLTO1K,Terminal Los Toros,Los Toros 2,G3LTORO2,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Los Toros.ElmSite\Terminal Los Toros.ElmTerm\WLTO1K(2).StaCubic\G3LTORO2-Q1.StaSwitch
WLTOBF_WLTO1K-T1-Q2,1,cbk,,WLTO1K,Terminal Los Toros,69/6.9 kV Transformador Los Toros,WLTOBF_WLTO1K-T1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Los Toros.ElmSite\Terminal Los Toros.ElmTerm\WLTO1K(4).StaCubic\WLTOBF_WLTO1K-T1-Q2.StaSwitch
WLTO1K-Q1,1,cbk,,WLTO1K,Terminal Los Toros,,,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Los Toros.ElmSite\Terminal Los Toros.ElmTerm\WLTO1K.StaCubic\WLTO1K-Q1.StaSwitch
Switch,1,cbk,,WLTORF,69 kV Los Toros,69/6.9 kV Transformador Los Toros,WLTOBF_WLTO1K-T1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Los Toros.ElmSite\69 kV Los Toros.ElmTerm\Cub_1.StaCubic\Switch.StaSwitch
ZSYEGK-D1-Q1,1,cbk,,WSYEGK,Terminal Sabana Yegua,SSAA Sabana Yegua,ZSYEGK-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Sabana Yegua.ElmSite\Terminal Sabana Yegua.ElmTerm\WSYEGK(2).StaCubic\ZSYEGK-D1-Q1.StaSwitch
G3SYEGUA-Q1,1,cbk,,WSYEGK,Terminal Sabana Yegua,Sabana Yegua,G3SYEGUA,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Sabana Yegua.ElmSite\Terminal Sabana Yegua.ElmTerm\WSYEGK.StaCubic\G3SYEGUA-Q1.StaSwitch
Switch,1,cbk,,WSYEGK,Terminal Sabana Yegua,69/13.8 kV Transformador Sabana Yegua,WSYEGF_WSYEGK-T1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Sabana Yegua.ElmSite\Terminal Sabana Yegua.ElmTerm\Cub_4.StaCubic\Switch.StaSwitch
KPF MATADERO,1,cbk,,WXBMAF,Tap Baní Matadero,69 kV Derivación Baní Matadero,ZBMATF_ZXBMAF-L1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Tap Baní Matadero.ElmTerm\Cub_3.StaCubic\KPF MATADERO.StaSwitch
WSABAF_WSABAK-T1-Q2,1,cbk,,WSABAK,Terminal Sabaneta,69/12.5 kV Transformador Sabaneta,WSABAF_WSABAK-T1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Sabaneta.ElmSite\Terminal Sabaneta.ElmTerm\WSABAK(1).StaCubic\WSABAF_WSABAK-T1-Q2.StaSwitch
ZSABAK-D1-Q1,1,cbk,,WSABAK,Terminal Sabaneta,SSAA Sabaneta,ZSABAK-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Sabaneta.ElmSite\Terminal Sabaneta.ElmTerm\WSABAK(3).StaCubic\ZSABAK-D1-Q1.StaSwitch
ZSABAK-D2-Q1,1,cbk,,WSABAK,Terminal Sabaneta,Demanda Sabaneta,ZSABAK-D2,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Sabaneta.ElmSite\Terminal Sabaneta.ElmTerm\WSABAK(2).StaCubic\ZSABAK-D2-Q1.StaSwitch
G3SABANE-Q1,1,cbk,,WSABAK,Terminal Sabaneta,Sabaneta,G3SABANE,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Sabaneta.ElmSite\Terminal Sabaneta.ElmTerm\WSABAK.StaCubic\G3SABANE-Q1.StaSwitch
ZMAGUK-D1-Q1,1,cbk,,WMAGUK,Terminal Magueyal,SSAA Magueyal,ZMAGUK-D1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Magueyal.ElmSite\Terminal Magueyal.ElmTerm\WMAGUK(3).StaCubic\ZMAGUK-D1-Q1.StaSwitch
G3MAGUE2-Q1,1,cbk,,WMAGUK,Terminal Magueyal,Magueyal 2,G3MAGUE2,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Magueyal.ElmSite\Terminal Magueyal.ElmTerm\WMAGUK(1).StaCubic\G3MAGUE2-Q1.StaSwitch
G3MAGUE1-Q1,1,cbk,,WMAGUK,Terminal Magueyal,Magueyal 1,G3MAGUE1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Magueyal.ElmSite\Terminal Magueyal.ElmTerm\WMAGUK.StaCubic\G3MAGUE1-Q1.StaSwitch
Switch,1,cbk,,WMAGUK,Terminal Magueyal,69/22 kV Transformador Magueyal,WMAGUF_WMAGUK-T1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Magueyal.ElmSite\Terminal Magueyal.ElmTerm\Cub_5.StaCubic\Switch.StaSwitch
KPF GRANITOS BOJOS,1,cbk,,WXGBOF,Tap Granitos Bojos,69 kV Haina – REFIDOMSA_b,ZHAINF_ZXGBOF-L1_a,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Tap Granitos Bojos.ElmTerm\Cub_2.StaCubic\KPF GRANITOS BOJOS.StaSwitch
Switch,1,cbk,,WXGBOF,Tap Granitos Bojos,69 kV Derivación Granitos Bojos,ZGBOJF_ZXGBOF-L1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Tap Granitos Bojos.ElmTerm\Cub_5.StaCubic\Switch.StaSwitch
KPF INGENIO BARAHONA,1,cbk,,WXIBAF,Tap Ingenio Barahona,69 kV Derivación Ingenio Barahona,ZIBARF_ZXIBAF-L1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Tap Ingenio Barahona.ElmTerm\Cub_5.StaCubic\KPF INGENIO BARAHONA.StaSwitch
Switch,1,cbk,,WXIBAF,Tap Ingenio Barahona,69 kV Barahona – Cruce de Cabral_a,ZBARAF_ZXIBAF-L1,\VM-PF.IntUser\PDD 30-09-2025.IntPrj\Network Model.IntPrjfolder\Network Data.IntPrjfolder\SUR 69 kV.ElmNet\Tap Ingenio Barahona.ElmTerm\Cub_6.StaCubic\Switch.StaSwitch
